tieu_de,dia_chi,mo_ta,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,quan,gia_ban_num,dien_tich_num,dien_tich_dat_num,dien_tich_su_dung_num,chieu_ngang_num,chieu_dai_num,gia_m2_num,log_gia_ban,so_phong_ve_sinh_missing,tong_so_tang_missing,chieu_ngang_num_missing,chieu_dai_num_missing,kw_mat_tien,kw_hem_xe_hoi,kw_so_hong,kw_gan_cho,kw_gan_truong,kw_thuong_mai,kw_nha_pho,is_outlier_any_6cols,outlier_count_6cols
"Nhà 5 tầng, 10 phòng, 4x24 hẻm 6m Phan Huy Ích, ngay Emart 2","Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","✅ CHDV Phan Huy Ích, F An Hội Tây (Gò Vấp).
- Diện tích 4 x 24 sổ 92m2 đã trừ hết lộ giới.
- Kết cấu trệt 3 lầu sân thượng, thang máy 450kg, 10 phòng khép kín, 11wc, sân xe hơi.
- Có giấy phép kinh doanh khách sạn, hệ thống PCCC đạt chuẩn, camera an ninh, cửa vân tay.
- Dòng tiền 40 triệu/tháng.
- Hẻm 6m xe hơi tránh, cách MT Phan Huy Ích 20m, gần ngã tư Quang Trung - Phan Huy Ích, đi bộ 3 phút tới siêu thị Emart 2.
- Sổ vuông vức, hoàn công đầy đủ.

💰 Giá 12,2 tỷ thương lượng.","Nhà ngõ, hẻm",Đã có sổ,10.0,7,5,Nội thất cao cấp,Hẻm xe hơi,Go Vap,12.2,92.0,92.0,380.0,4.0,24.0,132.61,2.580216829592325,0,0,0,0,1,1,0,0,0,1,0,True,1
"Villa 2 tầng 14x20 mặt tiền Đường Số 1, VIP gần đường bờ kênh mới","Đường Số 1, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","✅ Biệt thự Mặt tiền Đường Số 1, F13, Gò Vấp (F An Hội Tây).
- Diện tích 14 x 20, sổ 220m2 đã trừ hết LG (đang sử dụng thực tế 280m2 chưa trừ LG).
- Biệt thự trệt 2 lầu sân vườn, 6PN, 5wc, có thể cải tạo thêm phòng làm CHDV.
- Đường 8m xe tải ngủ trong sân, khu vực sau nhà là đường bờ kè sắp hoàn thiện.
- Khuân đất cực đẹp, hoàn công đầy đủ.

👉 Giá 20,8 tỷ TL.","Nhà mặt phố, mặt tiền",Đã có sổ,6.0,5,3,Hoàn thiện cơ bản,Hẻm xe hơi,Go Vap,20.8,220.0,220.0,450.0,14.0,20.0,94.55,3.0819099697950434,0,0,0,0,1,0,0,0,0,0,1,True,2
CHDV DƯƠNG QUẢNG HÀM 130M2–7 TẦNG–12 CĂN HỘ–THANG MÁY–DOANH THU 1.5T/N,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","CHDV DƯƠNG QUẢNG HÀM GÒ VẤP 130M2 – 7 TẦNG 1 HẦM – 12 CĂN HỘ – THANG MÁY – DOANH THU 1.5 T.Ỷ/NĂM – CHỈ 23 TỶ9 TL
Tòa CHDV tọa lạc Dương Quảng Hàm – tuyến đường vừa hoàn thiện, sôi động bậc nhất Gò Vấp, giá trị gia tăng rõ rệt theo từng năm.
Vị trí trung tâm, bao quanh 4 Trường Đại học Văn Lang, Đại học Công Nghiệp, Bệnh viện 175, khu đô thị Cityland – nhu cầu thuê luôn rất cao.
• Diện tích đất: 5 x 26 = 130m², thông số đẹp, khu cao tầng đồng bộ.
• Hẻm rộng 8m, thông nhiều hướng, kết nối nhanh Trần Bá Giao – Nguyễn Thái Sơn – Phan Văn Trị – Quang Trung – Phạm Văn Đồng.
KẾT CẤU – CÔNG NĂNG
• Kết cấu: 1 hầm + 1 trệt + 5 tầng, thang máy hiện đại.
• Tổng 12 căn hộ khai thác ổn định:
– 6 căn 2PN + 1PK
– 2 căn 1PN
– 4 căn Duplex
• Full nội thất cao cấp, hệ thống PCCC đạt chuẩn, vận hành bài bản.
DÒNG TIỀN – HIỆU QUẢ ĐẦU TƯ
• Doanh thu thực tế khoảng 130 triệu/tháng, tương đương hơn 1.5 tỷ/năm.
• Nhà đang khai thác kín phòng, khách vào ở sẵn – mua về chỉ việc thu tiền.
• Phù hợp nhà đầu tư giữ vốn an toàn, dòng tiền đều và tiềm năng tăng giá mạnh.
PHÁP LÝ
• Sổ hồng riêng, hoàn công đầy đủ, hiện đang gửi két ngân hàng.
📲 Liên hệ Phúc PSG – hỗ trợ xem nhà và có GIÁ TỐT hơn nữa
📌 Ngoài căn này, TÔI còn nhiều nhà chính chủ cùng khu vực – giá tốt – pháp lý rõ ràng.
👉 ANH/CHỊ có thể vào Group Zalo để xem thêm hình ảnh và cập nhật nhà mới mỗi ngày.","Nhà ngõ, hẻm",Đã có sổ,11.0,7,7,Nội thất cao cấp,Hẻm xe hơi,Go Vap,23.9,130.0,130.0,900.0,5.0,26.0,183.85,3.214867803470662,0,0,0,0,0,0,1,0,1,0,0,True,2
nhà đúc 4 tấm phạm văn chiêu phường 14 gò vấp dt: 64m2,"Hẻm 205 Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Bán nhà 205/ Phạm Văn Chiêu, Gò Vấp
CN 64m2, Sàn 268,1m2
Kết cấu: 3 tầng + Lửng + mcct
Gồm 13 phòng CHDV full nội thất
Dòng tiền đang Thuê khoán 50 /tháng
Gía bán: 12ty500tr 

Liên hệ: *** Trang",Nhà phố liền kề,Đã có sổ,11.0,8,6,Không rõ,Không rõ,Go Vap,12.5,64.0,64.0,64.0,4.0,17.0,195.31,2.602689685444384,1,1,0,0,0,0,0,0,0,0,0,True,2
Bán Nhà Mặt Tiền Phạm Văn Chiêu (5.68mx28m)3 lầu 24.5tỷ Tam,"Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","💥💥Bán nhà MT Phạm Văn Chiêu, Phường 9, Quận Gò Vấp
. Diện tích: 5.68 x 28m, DTCN: 136.13m2
. Kết cấu: 3 Tầng 
. HĐ Thuê : 44 Triệu/Tháng Kí 10 năm 
 💰Giá :24.5 tỷ TL
--------- 💫💫💫-------","Nhà mặt phố, mặt tiền",Đã có sổ,8.0,6,5,Không rõ,Không rõ,Go Vap,24.5,137.0,137.0,137.0,5.902418573331117,17.98955801521591,178.83,3.2386784521643803,1,1,1,1,1,0,0,0,0,0,0,True,2
Bán Mặt Tiền Lê Văn Thọ (5.2mx33m)7Lầu Giá 33tỷ TL,"Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Bán Mặt Tiền Lê Văn Thọ (5.2mx33m)7Lầu Giá 33tỷ TL
Mặt tiền lê văn thọ p9 . Dt 5.2x33m đúc . Trệt. Hầm . Lửng . 5 lầu . Tồng gần 900m2 sàn . Thang máy chạy bon bon . 
Giá:33tỷ Tl","Nhà mặt phố, mặt tiền",Đã có sổ,11.0,9,6,Không rõ,Hẻm xe hơi,Go Vap,33.0,144.0,144.0,144.0,5.0,30.0,229.17,3.5263605246161616,1,1,0,0,1,0,0,0,0,0,0,True,4
Bán CHDV Mặt Tiền Lê Văn Thọ (5mx25)6 lầu có tháng máy 22tỷ TL,"Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Bán Mặt Tiền Lê Văn Thọ .Phường 16. Gò Vấp .TP,HCM
- XD Nhà này 6 tấm , dt xd 500 m2 . Có thang máy , cầu thang thoát hiểm , hệ thống pccc
15 phòng + 1 mặt bằng đang cho thuê
Năm 1và 2 - 40 tr/ tháng ; sau đó mỗi năm lên 5 tr .
- Đất 5x25 . XD 5x20 còn lại là sân xe
Bán sang hơp đồng thuê 
Giá:22tỷ Tl","Nhà mặt phố, mặt tiền",Đã có sổ,11.0,7,5,Không rõ,Không rõ,Go Vap,22.0,105.0,105.0,105.0,5.0,25.0,209.52,3.1354942159291497,0,1,0,0,1,0,0,0,0,0,0,True,1
Bán Mặt Tiền Trần Bá Giao (5mx24)3 Lầu 17.5 tỷ TL,"Đường Phan Văn Trị, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","🏠MẶT TIỀN Trần Bá Giao, P.5, Gò Vấp 
✅DT: 5m x 24m. Sổ CN: 113.5m2. 
✅Kc: Đúc Trệt + 2 Lầu.
✅Vị trí: Sát bên kênh Tham Lương - Đường Số 20 - Dương Quảng Hàm. 
🍏 Giá: 17.5 Tỷ TL","Nhà ngõ, hẻm",Không rõ,4.0,5,4,Không rõ,Không rõ,Go Vap,17.5,113.0,113.0,113.0,5.0,24.0,154.87,2.917770732084279,0,1,0,0,1,0,0,0,0,0,0,True,1
Bán Nhà đường 8m Thông Phan Huy Ích(6mx35m3 Lầu 20.7 Tỷ TL,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Bán Nhà đường 8m Thông Phan Huy Ích(6mx35m3 Lầu 20.7 Tỷ 
- Diện Tích;6mx35m 
- kết cấu:3 lầu 6pn.7wc sân thượng trước sau cải tạo làm CHDV dòng tiền tốt
- Vị trí ngay E mart
Giá:20.7tỷ","Nhà mặt phố, mặt tiền",Đã có sổ,7.0,7,4,Không rõ,Không rõ,Go Vap,20.7,210.0,210.0,210.0,6.0,35.0,98.57,3.077312260546414,0,1,0,0,0,0,0,0,0,0,0,True,2
Bán Toà Nhà 2 Mặt Tiền đường Tân Sơn (4.5mx20m) 5 Lầu 21tỷ TL,"Đường Tân Sơn, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Bán Toà Nhà 2 Mặt Tiền đường Tân Sơn (4.5mx20m) 5 Lầu 21tỷ TL
- Diện Tích: 4.5mx20m
- kết cấu:1 hầm 1 trệt lửng 5 Lầu đang có 12p xịn xò . 
- Vị trí : Mặt Tiền đường trước sau thông thoáng
- Thích hợp làm làm khách sạn. Homstay …kinh doanh đa nghành nghề 
Giá: 21tỷ TL","Nhà mặt phố, mặt tiền",Đã có sổ,11.0,7,5,Không rõ,Không rõ,Go Vap,21.0,90.0,90.0,90.0,4.5,20.0,233.33,3.091042453358316,0,1,0,0,1,0,0,0,0,0,0,True,1
"Đi Mỹ bán gấp nhà mặt tiền 5,5×22m đúc 3 Tầng.ngay đường Phạm Văn Đồng","1/, Đường Lê Quang Định, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","ĐI MỸ BÁN GẤP NHÀ 2 MẶT TIỀN TRƯỚC SAU– 12,5 T i 
5,5×22m -:Đúc 1 trệt 2 lầu• sát đường Phạm Văn Đồng.P1-Gò Vấp.Pháp lý :sổ hồng riêng 1 đời chủ ở lâu
Gần sân bay – BV 175 – chợ Gò Vâp-Đại học CN4
📞 Tĩnh Nhà Thật ***","Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3,3,Nội thất đầy đủ,Nhà nở hậu,Go Vap,12.5,120.0,120.0,300.0,5.5,22.0,104.17,2.602689685444384,0,0,0,0,1,0,1,0,0,0,0,True,1
✅✅ BÁN NHÀ 5PN – 6WC- VIEW MẶT TIỀN NGUYỄN BỈNH KHIÊM .,"85/7, Đường Nguyễn Bỉnh Khiêm, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","💵 GIÁ BÁN : 8.8 Tỷ
+ Gần Sân bay, Bệnh viện, trường học, Siêu thị E mart
+ Kết cấu : Trệt + 3 Lầu + Sân thượng 
+ Nhà xây ở. Chắc chắn kiên cố
- Diện tích đất: 51.4 m2 công nhận đủ, hoàn công đủ 
- Pháp lý : Sổ hồng riêng
+ Rất phù hợp để ở, đầy đủ tiện ích, gần trung tâm đi lại thuận tiện
+ Rất phù hợp để Kinh doanh CHDV 7 phòng, gần trường Cao đẳng Bách Khoa TPHCM.
- Vị trí giáp mặt tiển Nguyễn Bỉnh Khiêm gần trục Phạm Văn Đồng, Lê Quang Định
Liên hệ: chính chủ
☎️ *** Mr Thành","Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4,3,Hoàn thiện cơ bản,Hẻm xe hơi,Go Vap,8.8,51.4,51.4,170.0,8.0,6.0,171.21,2.2823823856765264,1,0,0,0,1,0,1,0,1,1,0,True,1
CHÍNH CHỦ ĐĂNG BÁN 🌟,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","-EM CHÍNH CHỦ RAO BÁN!!! THƯƠNG LƯỢNG THUẬN MUA VỪA BÁN
-Nhà Pháp lý chuẩn, sổ cất két.
-Vị trí thuận tiện đi lại các trục Tân Sơn, Quang Trung, Trường Chinh
-Hẻm 8m thông, nhà cách mặt tiền 30m.
-Nhà 1 đời chủ, chưa qua đầu tư
-Diện tích phù hợp quý anh chị mua làm CHDV, Spa, Công Ty,…
Kính mời quý anh chị môi giới chung sức với chủ nhà bán nhanh, gọn, chuẩn. Hoa hồng siêu tốt cho anh chị.","Nhà ngõ, hẻm",Đã có sổ,5.0,7,4,Nội thất đầy đủ,Hẻm xe hơi,Go Vap,21.2,204.0,204.0,197.0,6.0,35.0,103.92,3.100092288878234,0,0,0,0,1,1,1,0,0,0,0,True,2
6x20m-Nở Hậu-HXH thông-Lê Đức Thọ-Nhỉnh8.x mini,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","- Nhà chính chủ, PL sạch,công chứng ngay
- Tiện ích ngập tràn, siêu gần chợ,trường,…
- 2 tầng BTCT kiên cố","Nhà ngõ, hẻm",Đã có sổ,3.0,3,2,Không rõ,Hẻm xe hơi,Go Vap,8.19,119.0,119.0,119.0,5.705287812521637,17.73027875359649,68.82,2.2181159363675955,1,1,1,1,0,1,1,1,0,0,0,True,1
NHÀ ĐẸP - TRUNG TÂM GV - 6T - HẺM 6M - LUNG LI,"Hẻm 71 Đường Phạm Văn Chiêu, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Nhà đẹp, chắc chắn chỉ việc xách vali vào ở ngày, nội thất hiện địa giá trị.

Hẻm trước nhà 6 rộng rãi, đậu xe, xe Tải lưu thông thoải mái. 

Gần mặt tiền đường.

Vị trí đẹp, khu an ninh dân trí, hẻm sạch sẽ,  tiện ích xung quanh không thiếu gì, gần chợ, siêu thị, bệnh viện, trường học các cấp,…

Sổ hồng riêng, vuông vức,hoàn công đầy đủ, công chứng mua bán nhanh.","Nhà ngõ, hẻm",Đã có sổ,6.0,7,6,Nội thất cao cấp,Hẻm xe hơi,Go Vap,18.45,120.0,120.0,112.0,4.0,30.0,153.75,2.9678470700644555,0,0,0,0,1,1,1,1,1,1,0,True,2
"NHÀ ĐẸP – GIÁ SỐC QUANG TRUNG, GÒ VẤP – CHỈ 2.98 TỶ!","Đường Thống Nhất, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Khu trung tâm, sát sân bay, gần UBND, chợ – tiện ích bao quanh
 Hẻm hơn 3m, sạch sẽ, thông thoáng, khu dân trí
 Kết cấu: 1 trệt – 2 lầu BTCT
Phòng khách + bếp
3 PN-2 WC
Sân thượng mini thoáng mát
Nội thất bàn giao: Full option – chỉ việc dọn vào ở.
Sổ hồng riêng – công chứng nhanh.

Liên hệ: Anh Vũ (Paul)-Làm việc rõ ràng – hỗ trợ xem nhà ngay","Nhà ngõ, hẻm",Đã có sổ,3.0,2,3,Nội thất đầy đủ,Hiện trạng khác,Go Vap,2.98,18.1,18.1,18.1,2.06,9.0,164.64,1.3812818192963463,0,0,0,0,0,0,1,0,0,0,0,True,1
🆘BÁN BIỆT THỰ NGANG 9m-XE HƠI NGỦ TRONG NHÀ-ĐÚC 5 TẦNG-4PN-5WC,"Đường Lê Văn Thọ, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","🆘BÁN BIỆT THỰ MINI NGANG TỚI 9m ĐƯỜNG LÊ VĂN THỌ PHƯỜNG 8 CŨ (NAY PHƯỜNG THÔNG TÂY HỘI) - XE HƠI NGỦ TRONG NHÀ - SAU LƯNG CĂN MẶT TIỀN 

- ĐÚC 5 TẦNG (TRỆT, 3 LẦU, SÂN THƯỢNG) - 4PN - 5WC - KIẾN TRÚC HIỆN ĐẠI Ở NGAY - GIÁ 8,99 TỶ CÒN THƯƠNG LƯỢNG 

- Gần công viên Làng Hoa, đường Lê Văn Thọ, Quang Trung, Nguyễn Văn Khối, bệnh viện Gò Vấp và Hồng Đức, siêu thị CoopMart, chợ và nhà thờ Hạnh Thông Tây, trường cấp 1, 2, 3…

🌹UY TÍN - TRUNG THỰC - TẬN TÂM - TRÁCH NHIỆM","Nhà ngõ, hẻm",Đã có sổ,4.0,4,3,Không rõ,Hẻm xe hơi,Go Vap,8.99,47.0,47.0,47.0,9.0,6.0,191.28,2.301584592660462,1,1,0,0,1,0,0,0,0,1,1,True,1
"Bán Nhà MT Lê Lợi Trung Tâm Gò Vấp, ngày trường ĐH Công Nghiệp,dt 208m","Đường Lê Lợi, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","Cần Bán Nhà Mặt Tiền Lê Lợi Trung Tâm Gò Vấp
- DT:7,9m x 26m, nở hậu 8,9m. tổng diện tích = 208m2 
- Vị trí mặt tiền cực đẹp
- kế bên trường đại học công nghiệp tp. HCM
- rất phù hợp xây căn hộ dv, toà nhà vp, trung tâm ngoại ngữ, phòng khám vv...
- Hiện trạng nhà 1 trệt +1 lầu , sân thượng đang cho thuê nguyên căn 60tr
- Giá bán: 38ty còn TL","Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5,3,Không rõ,Không rõ,Go Vap,38.0,208.0,208.0,208.0,7.9,26.0,182.69,3.6635616461296463,1,1,0,0,1,0,0,0,1,0,0,True,2
MTKD NGANG KHỦNG 17M - GẦN PHẠM VĂN ĐỒNG - PHAN VĂN TRỊ - 9.5TỶ,"Đường Nguyên Hồng, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","MTKD NGANG KHỦNG 17M - GẦN PHẠM VĂN ĐỒNG - PHAN VĂN TRỊ - 9.5TỶ
Mô tả : 
+ Diện tích: Ngang khủng 17m, dài 12m full thổ
+ Kết cấu 2 tầng, gồm 3 phòng ngủ và 1 phòng tách ra cho thuê. 
+ Vị trí mặt tiền kinh doanh tốt sầm uất, đầy đu tiện ích. 
+ Tiện kinh doanh ngành sơn, bàn ghế, điện tử hay tuỳ ý
+ Nhà hiện cho thuê mặt bằng doanh thu sẵn 15 triệu/tháng. 
+ Pháp lí chuẩn, công chứng ngay. 
+ Sổ hồng riêng pháp lý chuẩn
+ Gọi ngay Vũ Nhà Thật để xem nhà","Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3,2,Không rõ,Không rõ,Go Vap,9.5,88.0,88.0,88.0,17.0,12.0,107.95,2.3513752571634776,1,0,0,0,1,0,1,0,0,0,0,True,1
Bán nhà biệt thự phố – ngang 8m – gần E-mart Phan Huy Ích,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Bán nhà biệt thự phố – ngang 8m – gần E-mart Phan Huy Ích
-Kết cấu: 1 trệt 3 lầu
-Diện tích: 8m x 25m – nhà vuông vức, rất đẹp
-Nhà có 2 sàn gạch, 2 sàn gỗ - 7 phòng ngủ, 6 toilet.
-Có ban công, Sân thượng rộng, có thể trồng cây/thư giãn

📍 Vị trí thuận tiện
-Cách siêu thị E-mart chỉ 300m, sầm uất
-Gần trục đường Quang Trung, dễ di chuyển

✨ Khu dân trí cao – yên tĩnh – không ngập nước
👉 Phù hợp ở, mở văn phòng hoặc khai thác cho thuê phòng trọ cao cấp

💰 Giá bán: 26 tỷ (thương lượng khách thiện chí)
📞 Liên hệ zalo xem nhà trực tiếp: *** (A.Hào)
🚫 Xin phép không tiếp môi giới",Nhà biệt thự,Đã có sổ,7.0,6,4,Nội thất đầy đủ,Hẻm xe hơi,Go Vap,26.0,200.0,200.0,470.0,8.0,25.0,130.0,3.295836866004329,0,0,0,0,0,0,0,0,0,1,1,True,2
"Nhà mặt tiền hẻm Lê Đức Thọ, khu kinh doanh khách sạn sầm uất Gò Vấp","Lê Đức Thọ, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","-Bán nhà mặt tiền hẻm Lê Đức Thọ, đường kinh doanh tập trung khách sạn sầm uất Gò Vấp,đươnhf nối liền Lê Đức Thọ và Dương Quảng Hàm vỉa hè rộng, đối diện Trường Văn Thư Lưu Trữ và Trường Bách Việt, đối diện là công viên rất đẹp, nói chung là khu kinh doanh buôn bán sầm uất nhất Gò Vấp, mặt tiền ngang 5,3m, đi sân bay Tân Sơn Nhất chỉ mất 10p, đang cho thuê giá cao, với đầy đủ tiện ích xung quanh. 
-Diện tích : 5,3x24m, trệt, lửng, 5 lầu, có thang máy, tiện kinh doanh khách sạn, cho thuê văn phòng
-Giá: 26 tỷ.
 - Liên hệ : A.Tam","Nhà mặt phố, mặt tiền",Đã có sổ,11.0,7,5,Không rõ,Không rõ,Go Vap,26.0,127.0,127.0,600.0,5.3,24.0,204.72,3.295836866004329,0,1,0,0,1,0,0,0,0,0,0,True,2
Siêu phẩm 16 CHDV - Phan Huy ích - Gò Vấp,"phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","👉 “Siêu phẩm đầu tư Gò Vấp: Tòa nhà 16 CHDV cao cấp, dòng tiền 900 triệu/năm – Giá rẻ hơn thị trường 1,2 tỷ”

Cơ hội hiếm có cho nhà đầu tư: Tòa nhà 16 căn hộ dịch vụ cao cấp tại hẻm xe hơi 448 Phan Huy Ích, Gò Vấp – chỉ cách sân bay Tân Sơn Nhất 1,5km và trung tâm thương mại Emart 500m.

Thông tin chi tiết:
 • Diện tích: 5x16m, công nhận 77m2 đất, 5 tầng (đã hoàn công)
 • Nội thất gỗ An Cường nhập khẩu, trang bị tủ lạnh, máy lạnh, bếp từ, giường nệm cao cấp 100% mới
 • Thang máy nhập khẩu, đã kiểm định
 • 16 căn hộ dịch vụ cao cấp, 

Đặc biệt: Đã cho thuê 75 triệu / tháng- 900 triệu / năm. 

Giá trị đầu tư:
 • Giá thị trường: 17,8 tỷ
 • Giá bán nhanh trong 10 ngày: 16,6 tỷ (rẻ hơn 1,2 tỷ)
 • Sau 10 ngày, giá công khai trở lại 17,2 tỷ

Ưu tiên khách thanh toán nhanh – Chủ nhà cần vốn gấp để đầu tư dự án 30 phòng.
Đang có chương trình du lịch Mỹ 7 ngày 6 đêm - chủ nhà tặng khách mua 2 vé du lịch Mỹ","Nhà ngõ, hẻm",Đã có sổ,11.0,7,5,Nội thất cao cấp,Hẻm xe hơi,Go Vap,16.6,77.0,77.0,385.0,5.0,16.0,215.58,2.8678989020441064,0,0,0,0,0,1,0,0,0,1,0,True,1
MTKD NHÁNH + CHDV - 117M +17PN BÙI QUANG LÀ,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","CHDV - MTKD NHÁNH BÙI QUANG LÀ 5 TẦNG 17 PHÒNG - CHỦ MỚI VỀ CẢI TẠO SÂN THƯỢNG THÊM 5 PHÒNG THU NHẬP TĂNG CAO - NGANG HƠN 5M NỞ HẬU TÀI LỘC.,

,
Mô tả:,
,
+ Kết cấu: 1 trệt 3 lầu sân thượng trước sau, 17 phòng có gác, tầng trệt để xe, sân thượng trước sau có thể cải tạo thêm 5 phòng.,
,
+ Có chổ để lắp thang máy.,
,
+ Căn hộ chủ tự xây để kinh doanh nên rất chắc chắn nay bán để đi định cư.,
,
+ Ngang hơn 5m rất thông thoáng.,
,
+ Hẻm xe tải thông, khu dân cư sầm uất, kinh doanh tốt.,
,
+ Gần mặt tiền Bùi Quang Là, chợ Phạm Văn Bạch 3 phút, Phan Huy Ích 5 phút.,
,
+ Sổ hồng chính chủ, nở hậu nhẹ tài lộc, hoàn công đầy đủ, công chứng sang tên nhanh.,","Nhà mặt phố, mặt tiền",Đã có sổ,11.0,7,5,Nội thất đầy đủ,Hẻm xe hơi,Go Vap,15.7,119.0,119.0,119.0,5.3,23.0,131.93,2.815408719422709,0,1,0,0,1,1,1,0,0,0,0,True,2
"Toà nhà CHDV 13P góc 2 mặt HXT 68m2 đúc 5 tầng Phạm Văn Chiêu,Q.Gò Vấp","Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🌾 Tòa nhà căn góc 2 mặt hẻm xe tải 13 phòng căn hộ studio full nội thất đường Phạm Văn Chiêu, P14, GV - Ngay chợ, Emart Gò Vấp, công viên Làng Hoa - Căn góc với công viên phía sau thành ra 3 mặt hẻm thông thoáng: 
💧Diện tích : 4,2 x 16m, công nhận 67,4m2 ( Xây dựng 4.55m x 16m - đã đổ ban công, hành lang phần góc)

💧Kết cấu : đúc 5 tầng, tổng diện tích sàn 268m2. Tổng có 13 phòng CHDV full nội thất.

🌵 Nhà căn góc 2 mặt hẻm xe tải 9m và 6m thông thoáng, liền kề công viên siêu đẹp, nhà full nội thất vào khai thác liền.

🌈 Dòng tiền cho thuê lên tới 65 Triệu /tháng ~ 720 triệu / năm. Cho thuê khoán 50-55 triệu/ tháng.
💥 Hướng Đông Nam
👉 Nhà hoàn công đầy đủ

🚀 Giá bán: 12,8 tỷ ( thương lượng nhẹ )
( Ngân hàng hỗ trợ - số tiền cho thuê dư để trả lãi )

Liên hệ Quý để có thêm thông tin về căn nhà và gặp chủ nhà đàm phán giá.
 Cám ơn đã xem tin
 ( Vui lòng không quảng cáo )","Nhà ngõ, hẻm",Đã có sổ,11.0,7,5,Nội thất đầy đủ,Hẻm xe hơi,Go Vap,12.8,68.0,68.0,268.0,4.2,16.0,188.24,2.624668592163159,0,0,0,0,0,1,0,0,0,0,0,True,1
